Acidez Fija;Acidez Volatil;Acido Citrico;Azucares Residuales;pH;Sulfatos;Alcohol;Calidad;Tipo
7.3;0.735;0;2.2;3.41;0.6;9.4;5;Tinto
6.6;0.855;0.02;2.4;3.54;0.6;11;6;Tinto
7;0.56;0.17;1.7;3.44;0.68;10.55;7;Tinto
6.6;0.88;0.04;2.2;3.53;0.56;9.9;5;Tinto
6.6;0.855;0.02;2.4;3.54;0.6;11;6;Tinto
6.9;0.63;0.33;6.7;3.22;0.56;9.5;5;Tinto
7.8;0.6;0.26;2;3.21;0.52;9.9;5;Tinto
7.8;0.6;0.26;2;3.21;0.52;9.9;5;Tinto
7.8;0.6;0.26;2;3.21;0.52;9.9;5;Tinto
7.2;0.695;0.13;2;3.29;0.54;10.1;5;Tinto
7.2;0.695;0.13;2;3.29;0.54;10.1;5;Tinto
7.2;0.695;0.13;2;3.29;0.54;10.1;5;Tinto
6.7;0.67;0.02;1.9;3.39;0.82;10.9;6;Tinto
6.7;0.16;0.64;2.1;3.34;0.71;11.2;6;Tinto
7.2;0.695;0.13;2;3.29;0.54;10.1;5;Tinto
7;0.56;0.13;1.6;3.34;0.59;9.2;5;Tinto
6.2;0.51;0.14;1.9;3.48;0.57;11.5;6;Tinto
6.4;0.36;0.53;2.2;3.37;0.93;12.4;6;Tinto
6.4;0.38;0.14;2.2;3.44;0.65;11.1;6;Tinto
7.3;0.69;0.32;2.2;3.33;0.51;9.5;5;Tinto
6;0.58;0.2;2.4;3.58;0.67;12.5;6;Tinto
5.6;0.31;0.78;13.9;3.39;0.48;10.5;6;Tinto
7.5;0.52;0.4;2.2;3.26;0.64;11.8;6;Tinto
8;0.3;0.63;1.6;3.3;0.78;10.8;6;Tinto
6.2;0.7;0.15;5.1;3.54;0.6;11.9;6;Tinto
6.8;0.67;0.15;1.8;3.42;0.67;11.3;6;Tinto
6.2;0.56;0.09;1.7;3.54;0.6;11.3;5;Tinto
7.4;0.35;0.33;2.4;3.36;0.6;11.9;6;Tinto
6.2;0.56;0.09;1.7;3.54;0.6;11.3;5;Tinto
6.1;0.715;0.1;2.6;3.57;0.5;11.9;5;Tinto
6.2;0.46;0.29;2.1;3.33;0.62;9.8;5;Tinto
6.7;0.32;0.44;2.4;3.29;0.8;11.6;7;Tinto
7.2;0.39;0.44;2.6;3.3;0.84;11.5;6;Tinto
7.5;0.31;0.41;2.4;3.34;0.85;11.4;6;Tinto
5.8;0.61;0.11;1.8;3.55;0.66;10.9;6;Tinto
7.2;0.66;0.33;2.5;3.27;0.78;12.8;6;Tinto
6.6;0.725;0.2;7.8;3.29;0.54;9.2;5;Tinto
6.3;0.55;0.15;1.8;3.32;0.82;11.6;6;Tinto
5.4;0.74;0.09;1.7;3.67;0.56;11.6;6;Tinto
6.3;0.51;0.13;2.3;3.42;0.75;11;6;Tinto
6.8;0.62;0.08;1.9;3.42;0.82;9.5;6;Tinto
6.2;0.6;0.08;2;3.45;0.58;10.5;5;Tinto
5.9;0.55;0.1;2.2;3.52;0.76;11.2;6;Tinto
6.3;0.51;0.13;2.3;3.42;0.75;11;6;Tinto
5.9;0.645;0.12;2;3.57;0.71;10.2;5;Tinto
6;0.31;0.47;3.6;3.39;0.66;11;6;Tinto
7;0.27;0.36;20.7;3;0.45;8.8;6;Blanco
6.3;0.3;0.34;1.6;3.3;0.49;9.5;6;Blanco
8.1;0.28;0.4;6.9;3.26;0.44;10.1;6;Blanco
7.2;0.23;0.32;8.5;3.19;0.4;9.9;6;Blanco
7.2;0.23;0.32;8.5;3.19;0.4;9.9;6;Blanco
8.1;0.28;0.4;6.9;3.26;0.44;10.1;6;Blanco
6.2;0.32;0.16;7;3.18;0.47;9.6;6;Blanco
7;0.27;0.36;20.7;3;0.45;8.8;6;Blanco
6.3;0.3;0.34;1.6;3.3;0.49;9.5;6;Blanco
8.1;0.22;0.43;1.5;3.22;0.45;11;6;Blanco
8.1;0.27;0.41;1.45;2.99;0.56;12;5;Blanco
8.6;0.23;0.4;4.2;3.14;0.53;9.7;5;Blanco
7.9;0.18;0.37;1.2;3.18;0.63;10.8;5;Blanco
6.6;0.16;0.4;1.5;3.54;0.52;12.4;7;Blanco
8.3;0.42;0.62;19.25;2.98;0.67;9.7;5;Blanco
6.6;0.17;0.38;1.5;3.25;0.55;11.4;7;Blanco
6.3;0.48;0.04;1.1;3.24;0.36;9.6;6;Blanco
6.2;0.66;0.48;1.2;3.33;0.39;12.8;8;Blanco
7.4;0.34;0.42;1.1;3.12;0.53;11.3;6;Blanco
6.5;0.31;0.14;7.5;3.22;0.5;9.5;5;Blanco
6.2;0.66;0.48;1.2;3.33;0.39;12.8;8;Blanco
6.4;0.31;0.38;2.9;3.17;0.35;11;7;Blanco
6.8;0.26;0.42;1.7;3.47;0.48;10.5;8;Blanco
7.6;0.67;0.14;1.5;3.05;0.51;9.3;5;Blanco
6.6;0.27;0.41;1.3;3.42;0.47;10;6;Blanco
7;0.25;0.32;9;3.25;0.5;10.4;6;Blanco
6.9;0.24;0.35;1;3.45;0.44;10;6;Blanco
7;0.28;0.39;8.7;3.38;0.53;10.5;6;Blanco
7.4;0.27;0.48;1.1;3.19;0.49;11.6;6;Blanco
7.2;0.32;0.36;2;3.1;0.71;12.3;7;Blanco
8.5;0.24;0.39;10.4;3.2;0.53;10;6;Blanco
8.3;0.14;0.34;1.1;3.47;0.4;10.2;6;Blanco
7.4;0.25;0.36;2.05;3.19;0.44;10.8;6;Blanco
6.2;0.12;0.34;1.5;3.42;0.51;9;6;Blanco
5.8;0.27;0.2;14.95;3.37;0.37;10.2;5;Blanco
7.3;0.28;0.43;1.7;3.19;0.42;12.8;5;Blanco
6.5;0.39;0.23;5.4;3.24;0.35;10;5;Blanco
7;0.33;0.32;1.2;3.13;0.28;11.2;6;Blanco
7.3;0.24;0.39;17.95;3.21;0.36;8.6;5;Blanco
7.3;0.24;0.39;17.95;3.21;0.36;8.6;5;Blanco
6.7;0.23;0.39;2.5;3.11;0.36;9.4;6;Blanco
6.7;0.24;0.39;2.9;3.1;0.34;9.4;6;Blanco
7;0.31;0.26;7.4;3.13;0.46;9.8;6;Blanco
6.6;0.24;0.27;1.4;3.22;0.56;9.5;6;Blanco
6.7;0.23;0.26;1.4;3.24;0.56;9.5;6;Blanco
7.4;0.18;0.31;1.4;3.16;0.53;10;7;Blanco
6.2;0.45;0.26;4.4;3.27;0.52;9.8;4;Blanco
6.2;0.46;0.25;4.4;3.25;0.52;9.8;5;Blanco
7;0.31;0.26;7.4;3.13;0.46;9.8;6;Blanco
6.9;0.19;0.35;5;3.36;0.48;9.8;5;Blanco
7.2;0.19;0.31;1.6;3.35;0.44;11.7;6;Blanco
6.6;0.25;0.29;1.1;3.34;0.58;11;7;Blanco
6.2;0.16;0.33;1.1;3.32;0.46;10.9;7;Blanco
6.4;0.18;0.35;1;3.31;0.35;10.9;6;Blanco
6.8;0.2;0.59;0.9;3.05;0.38;9.1;6;Blanco
6.9;0.25;0.35;1.3;3.13;0.52;11;6;Blanco
7.2;0.21;0.34;11.9;3.09;0.5;9.6;6;Blanco
6;0.19;0.26;12.4;3.3;0.36;8.9;6;Blanco
6.6;0.38;0.15;4.6;3.11;0.38;10.2;6;Blanco
7.4;0.2;0.36;1.2;3.36;0.34;9.9;6;Blanco
6.8;0.22;0.24;4.9;3.03;0.46;8.6;6;Blanco
6;0.19;0.26;12.4;3.3;0.36;8.9;6;Blanco
7;0.47;0.07;1.1;3.02;0.34;10.5;5;Blanco
6.6;0.38;0.15;4.6;3.11;0.38;10.2;6;Blanco
7.2;0.24;0.27;1.4;3.15;0.46;10.3;6;Blanco
6.2;0.35;0.03;1.2;3.22;0.54;9.1;5;Blanco
6.4;0.26;0.24;6.4;3.22;0.49;12.6;7;Blanco
6.7;0.25;0.13;1.2;3.14;0.42;9.8;5;Blanco
6.7;0.23;0.31;2.1;3.33;0.64;10.7;8;Blanco
7.4;0.24;0.29;10.1;3.13;0.35;9.5;5;Blanco
6.2;0.27;0.43;7.8;3.1;0.51;9;6;Blanco
6.8;0.3;0.23;4.6;3.32;0.6;9.5;5;Blanco
6;0.27;0.28;4.8;3.69;0.71;10;5;Blanco
8.6;0.23;0.46;1;2.95;0.49;9.1;6;Blanco
6.7;0.23;0.31;2.1;3.33;0.64;10.7;8;Blanco
7.4;0.24;0.29;10.1;3.13;0.35;9.5;5;Blanco
7.1;0.18;0.36;1.4;3.26;0.37;12.7;7;Blanco
7;0.32;0.34;1.3;3.31;0.65;12;7;Blanco
7.4;0.18;0.3;8.8;2.94;0.56;9.3;5;Blanco
6.7;0.54;0.28;5.4;3.27;0.37;9;5;Blanco
6.8;0.22;0.31;1.4;3.39;0.77;10.6;6;Blanco
7.1;0.2;0.34;16;3.21;0.6;9.2;6;Blanco
7.1;0.34;0.2;6.1;3.17;0.42;10;5;Blanco
7.3;0.22;0.3;8.2;3.33;0.46;9.5;6;Blanco
7.1;0.43;0.61;11.8;3.11;0.45;8.7;5;Blanco
7.1;0.44;0.62;11.8;3.12;0.46;8.7;6;Blanco
7.2;0.39;0.63;11;3.09;0.44;8.7;6;Blanco
6.8;0.25;0.31;13.3;3.22;0.48;9.7;6;Blanco
7.1;0.43;0.61;11.8;3.11;0.45;8.7;5;Blanco
7.1;0.44;0.62;11.8;3.12;0.46;8.7;6;Blanco
7.2;0.39;0.63;11;3.09;0.44;8.7;6;Blanco
6.1;0.27;0.43;7.5;3.12;0.47;9;5;Blanco
6.9;0.24;0.33;1.7;3.26;0.4;12.6;7;Blanco
6.9;0.21;0.33;1.8;3.25;0.41;12.6;7;Blanco
7.5;0.17;0.32;1.7;3.21;0.44;11.5;7;Blanco
7.1;0.26;0.29;12.4;3.04;0.42;9.2;6;Blanco
6;0.34;0.66;15.9;3.14;0.5;8.8;6;Blanco
8.6;0.265;0.36;1.2;2.95;0.36;11.4;7;Blanco
9.8;0.36;0.46;10.5;2.89;0.3;10.1;4;Blanco
6;0.34;0.66;15.9;3.14;0.5;8.8;6;Blanco
7.4;0.25;0.37;13.5;3;0.44;9.1;5;Blanco
7.1;0.12;0.32;9.6;3.4;0.41;9.4;5;Blanco
6;0.21;0.24;12.1;3.34;0.39;9.4;5;Blanco
7.5;0.305;0.4;18.9;2.99;0.46;9;5;Blanco
7.4;0.25;0.37;13.5;3;0.44;9.1;5;Blanco
7.3;0.13;0.32;14.4;3.2;0.35;9.2;6;Blanco
7.1;0.12;0.32;9.6;3.4;0.41;9.4;5;Blanco
7.1;0.23;0.35;16.5;3.16;0.59;9.1;6;Blanco
7.1;0.23;0.35;16.5;3.16;0.59;9.1;6;Blanco
6.9;0.33;0.28;1.3;3.27;0.6;10.3;5;Blanco
6.5;0.17;0.54;8.5;2.89;0.39;8.8;6;Blanco
7.2;0.27;0.46;18.75;3.04;0.52;8.9;5;Blanco
7.2;0.31;0.5;13.3;3.01;0.47;9.2;5;Blanco
6.7;0.41;0.34;9.2;3.22;0.51;9.1;5;Blanco
6.7;0.41;0.34;9.2;3.22;0.51;9.1;5;Blanco
5.5;0.485;0;1.5;3.63;0.4;9.7;4;Blanco
6;0.31;0.24;3.3;3.31;0.44;11.3;6;Blanco
7;0.14;0.4;1.7;3.19;0.42;11.8;6;Blanco
7.2;0.31;0.5;13.3;3.01;0.47;9.2;5;Blanco
7.3;0.32;0.48;13.3;3.04;0.5;9.2;5;Blanco
5.9;0.36;0.04;5.7;3.22;0.51;10.2;5;Blanco
7.8;0.24;0.32;12.2;3.01;0.54;8.8;5;Blanco
7.4;0.16;0.31;6.85;3.29;0.34;9.7;5;Blanco
6.9;0.19;0.28;5;3.29;0.36;9.1;6;Blanco
6.4;0.13;0.47;1.6;3.21;0.36;9.8;6;Blanco
6.7;0.19;0.36;1.1;3.27;0.48;11;6;Blanco
7.4;0.39;0.23;7;3.14;0.42;10.5;5;Blanco
6.5;0.24;0.32;7.6;3.45;0.54;9.7;7;Blanco
6.1;0.3;0.56;2.8;3.3;0.57;10.9;7;Blanco
6.1;0.3;0.56;2.7;3.31;0.57;10.9;6;Blanco
5.7;0.26;0.25;10.4;3.39;0.37;10.6;5;Blanco
6.5;0.24;0.32;7.6;3.45;0.54;9.7;7;Blanco
6.5;0.425;0.4;13.1;3.23;0.57;9;5;Blanco
6.6;0.24;0.27;15.8;3.24;0.51;9.2;5;Blanco
6.8;0.27;0.22;8.1;3.19;0.52;8.9;5;Blanco
6.7;0.27;0.31;15.7;3.26;0.56;9.6;5;Blanco
8.2;0.23;0.4;1.2;3.12;0.38;10.7;6;Blanco
7.1;0.37;0.67;10.5;3.16;0.44;8.7;5;Blanco
6.8;0.19;0.36;1.9;3.15;0.54;10.8;7;Blanco
8.1;0.28;0.39;1.9;3.23;0.52;11.8;6;Blanco
6.3;0.31;0.34;2.2;3.3;0.43;10.2;5;Blanco
7.1;0.37;0.67;10.5;3.16;0.44;8.7;5;Blanco
7.9;0.21;0.4;1.2;3.21;0.54;10.8;6;Blanco
8.5;0.21;0.41;4.3;3.18;0.53;9.7;6;Blanco
8.1;0.2;0.4;2;3.12;0.54;11.2;6;Blanco
6.3;0.255;0.37;1.1;3;0.39;10.9;6;Blanco
5.6;0.16;0.27;1.4;3.28;0.37;10.1;6;Blanco
6.4;0.595;0.14;5.2;3.38;0.36;9;4;Blanco
6.3;0.34;0.33;4.6;3.38;0.58;12;7;Blanco
6.9;0.25;0.3;4.1;2.99;0.38;9.4;6;Blanco
7.9;0.22;0.38;8;3.12;0.32;11.5;7;Blanco
7.6;0.18;0.46;10.2;3.14;0.43;9.9;6;Blanco
6.9;0.25;0.3;4.1;2.99;0.38;9.4;6;Blanco
7.2;0.18;0.41;1.2;3.14;0.45;10.4;5;Blanco
8.2;0.23;0.4;7.5;3.06;0.84;9.7;6;Blanco
7.4;0.24;0.42;14;2.89;0.42;8.9;6;Blanco
7.4;0.24;0.42;14;2.89;0.42;8.9;6;Blanco
6.1;0.32;0.24;1.5;3.29;0.42;12.4;7;Blanco
5.2;0.44;0.04;1.4;3.36;0.33;12.1;8;Blanco
5.2;0.44;0.04;1.4;3.36;0.33;12.1;8;Blanco
6.1;0.32;0.24;1.5;3.29;0.42;12.4;7;Blanco
6.4;0.22;0.56;14.5;2.98;0.4;9.1;5;Blanco
6.3;0.36;0.3;4.8;3.28;0.39;10.6;5;Blanco
7.4;0.24;0.42;14;2.89;0.42;8.9;6;Blanco
6.7;0.24;0.35;13.1;3.15;0.5;9.5;5;Blanco
7;0.23;0.36;13;3.16;0.49;9.8;5;Blanco
8.4;0.27;0.46;8.7;3.14;0.59;9.6;6;Blanco
6.7;0.46;0.18;2.4;3.08;0.44;12.6;7;Blanco
7.5;0.29;0.31;8.95;3.08;0.54;9.3;5;Blanco
9.8;0.42;0.48;9.85;2.87;0.29;10;5;Blanco
7.1;0.3;0.46;1.5;3.12;0.54;12.7;6;Blanco
7.9;0.19;0.45;1.5;3.13;0.39;11;6;Blanco
7.6;0.48;0.37;0.8;3.03;0.39;11.4;4;Blanco
6.3;0.22;0.43;4.55;3.35;0.33;11.5;7;Blanco
7.5;0.27;0.31;17.7;3.09;0.64;10.2;5;Blanco
6.9;0.23;0.4;7.5;3.11;0.27;11.4;6;Blanco
7.2;0.32;0.47;5.1;3.03;0.41;12.6;4;Blanco
5.9;0.23;0.3;12.9;3.28;0.39;9.4;5;Blanco
6;0.67;0.07;1.2;3.11;0.35;8.7;4;Blanco
6.4;0.25;0.32;5.5;3.19;0.68;9.2;6;Blanco
6.4;0.33;0.31;5.5;3.19;0.66;9.3;6;Blanco
7.1;0.34;0.15;1.2;3.09;0.43;9.2;5;Blanco
6.8;0.28;0.4;22;2.93;0.5;8.7;5;Blanco
6.9;0.27;0.4;14;3.18;0.58;9.6;6;Blanco
6.8;0.26;0.56;11.9;3.02;0.63;9.3;5;Blanco
6.8;0.29;0.56;11.9;3.02;0.63;9.3;5;Blanco
6.7;0.24;0.41;9.4;3.12;0.61;9.9;6;Blanco
5.9;0.3;0.23;4.2;3.15;0.5;11;5;Blanco
6.8;0.53;0.35;3.8;3.26;0.57;12.7;8;Blanco
6.5;0.28;0.28;8.5;3.09;0.54;8.9;4;Blanco
6.6;0.28;0.28;8.5;3.09;0.55;8.9;6;Blanco
6.8;0.28;0.4;22;2.93;0.5;8.7;5;Blanco
6.8;0.28;0.36;8;3.02;0.37;11.4;6;Blanco
6.6;0.15;0.34;5.1;3.36;0.42;9.6;5;Blanco
6.4;0.29;0.44;3.6;3.02;0.41;9.1;5;Blanco
6.4;0.3;0.45;3.5;3.02;0.39;9.1;6;Blanco
6.4;0.29;0.44;3.6;3.01;0.38;9.1;5;Blanco
6.8;0.26;0.24;7.8;3.13;0.47;8.9;5;Blanco
7.1;0.32;0.24;13.1;3.1;0.49;8.8;5;Blanco
6.8;0.26;0.24;7.8;3.13;0.47;8.9;5;Blanco
6.8;0.27;0.26;16.1;3.15;0.5;9.3;5;Blanco
7.1;0.32;0.24;13.1;3.1;0.49;8.8;5;Blanco
6.9;0.54;0.32;13.2;3.2;0.5;9.6;5;Blanco
6.8;0.26;0.34;13.9;3.33;0.53;12;6;Blanco
5.8;0.28;0.35;2.3;3.28;0.5;10.2;4;Blanco
6.4;0.21;0.5;11.6;3.15;0.43;8.8;5;Blanco
7;0.16;0.32;8.3;3.21;0.34;9.2;5;Blanco
10.2;0.44;0.88;6.2;2.99;0.51;9.9;4;Blanco
6.8;0.57;0.29;2.2;3.32;0.74;10.2;5;Blanco
6.1;0.4;0.31;0.9;3.22;0.77;9.5;6;Blanco
5.6;0.245;0.25;9.7;3.31;0.34;10.5;5;Blanco
6.8;0.18;0.38;1.4;3.32;0.59;11.2;7;Blanco
7;0.16;0.32;8.3;3.21;0.34;9.2;5;Blanco
6.7;0.13;0.29;5.3;3.44;0.37;9.7;6;Blanco
6.2;0.25;0.25;1.4;3.3;0.44;11.1;7;Blanco
5.8;0.26;0.24;9.2;3.31;0.38;9.4;5;Blanco
7.5;0.27;0.36;7;3.03;0.33;11;5;Blanco
5.8;0.26;0.24;9.2;3.31;0.38;9.4;5;Blanco
5.7;0.28;0.24;17.5;3.31;0.44;9.4;5;Blanco
7.5;0.23;0.36;7;3.04;0.32;11;5;Blanco
7.5;0.27;0.36;7;3.03;0.33;11;5;Blanco
7.2;0.685;0.21;9.5;3;0.55;9.1;6;Blanco
6.2;0.25;0.25;1.4;3.3;0.44;11.1;7;Blanco
6.5;0.19;0.3;0.8;3.42;0.39;9.1;6;Blanco
6.3;0.495;0.22;1.8;3.39;0.54;10.4;6;Blanco
7.1;0.24;0.41;17.8;3.32;0.39;8.7;5;Blanco
6.4;0.17;0.32;2.4;3.5;0.5;9.7;6;Blanco
7.1;0.25;0.32;10.3;3.17;0.52;9.1;6;Blanco
6.4;0.17;0.32;2.4;3.5;0.5;9.7;6;Blanco
7.1;0.24;0.41;17.8;3.32;0.39;8.7;5;Blanco
6.8;0.64;0.08;9.7;3.37;0.46;8.9;4;Blanco
8.3;0.28;0.4;7.8;3.34;0.51;9.6;6;Blanco
8.2;0.27;0.39;7.8;3.31;0.51;9.5;6;Blanco
7.2;0.23;0.38;14.3;3.09;0.44;9;6;Blanco
7.2;0.23;0.38;14.3;3.09;0.44;9;6;Blanco
7.2;0.23;0.38;14.3;3.09;0.44;9;6;Blanco
7.2;0.23;0.38;14.3;3.09;0.44;9;6;Blanco
6.8;0.52;0.32;13.2;3.27;0.5;9.6;6;Blanco
7;0.26;0.59;1.4;3.34;0.41;11.1;7;Blanco
6.2;0.25;0.21;15.55;3.48;0.64;9.6;6;Blanco
7.3;0.32;0.23;13.7;3.2;0.46;8.7;5;Blanco
7.7;0.31;0.26;7.8;3.13;0.5;10.4;5;Blanco
7.1;0.21;0.37;2.4;3.15;0.38;11.4;7;Blanco
6.8;0.24;0.34;2.7;3.3;0.58;9.7;6;Blanco
6.9;0.4;0.56;11.2;3.14;0.46;8.7;5;Blanco
6.1;0.18;0.36;2;3.37;0.79;11.3;6;Blanco
6.8;0.21;0.27;2.1;3.16;0.61;12.6;7;Blanco
5.8;0.2;0.27;1.4;3.25;0.36;10.9;7;Blanco
5.6;0.19;0.26;1.4;3.25;0.37;10.9;7;Blanco
6.1;0.41;0.14;10.4;3.38;0.45;10;5;Blanco
5.9;0.21;0.28;4.6;3.72;0.7;10;4;Blanco
8.5;0.26;0.21;16.2;3.02;0.5;9.8;3;Blanco
6.9;0.4;0.56;11.2;3.14;0.46;8.7;5;Blanco
5.8;0.24;0.44;3.5;3.53;0.43;11.7;3;Blanco
5.8;0.24;0.39;1.5;3.21;0.52;9.3;6;Blanco
6.7;0.26;0.39;1.1;3.32;0.58;9.6;8;Blanco
6.3;0.35;0.3;5.7;3.27;0.41;11;7;Blanco
6.3;0.35;0.3;5.7;3.27;0.41;11;7;Blanco
6.4;0.23;0.39;1.8;3.32;0.5;11.8;6;Blanco
5.8;0.36;0.38;0.9;3.28;0.34;11.4;4;Blanco
6.9;0.115;0.35;5.4;3.32;0.42;10.2;6;Blanco
6.9;0.29;0.4;19.45;2.93;0.47;8.9;5;Blanco
6.9;0.28;0.4;8.2;3.17;0.33;10.2;5;Blanco
7.2;0.29;0.4;13.6;3.08;0.59;9.6;6;Blanco
6.2;0.24;0.35;1.2;3.1;0.48;10.6;6;Blanco
6.9;0.29;0.4;19.45;2.93;0.47;8.9;5;Blanco
6.9;0.32;0.26;8.3;3.25;0.51;9.2;6;Blanco
5.3;0.58;0.07;6.9;3.34;0.57;9.7;5;Blanco
5.3;0.585;0.07;7.1;3.34;0.57;9.7;6;Blanco
5.4;0.59;0.07;7;3.34;0.57;9.7;6;Blanco
6.9;0.32;0.26;8.3;3.25;0.51;9.2;6;Blanco
5.2;0.6;0.07;7;3.33;0.58;9.7;5;Blanco
5.8;0.25;0.26;13.1;3.29;0.38;9.3;5;Blanco
6.6;0.58;0.3;5.1;3.24;0.38;9;5;Blanco
7;0.29;0.54;10.7;3.05;0.61;9.5;5;Blanco
6.6;0.19;0.41;8.9;3.14;0.57;9.8;6;Blanco
6.7;0.2;0.41;9.1;3.14;0.58;9.8;6;Blanco
7.7;0.26;0.4;1.1;2.89;0.5;10.6;5;Blanco
6.8;0.32;0.34;1.2;3.05;0.47;10.6;4;Blanco
7;0.3;0.49;4.7;3.26;0.68;12.4;7;Blanco
7;0.24;0.36;2.8;3.19;0.38;12.6;8;Blanco
6.1;0.31;0.58;5;3.3;0.6;12.3;8;Blanco
6.8;0.44;0.37;5.1;3.08;0.65;10.5;4;Blanco
6.7;0.34;0.3;15.6;3.19;0.49;9.3;5;Blanco
7.1;0.35;0.24;15.4;3.12;0.49;8.8;5;Blanco
7.3;0.32;0.25;7.2;3.08;0.47;8.8;5;Blanco
6.5;0.28;0.33;15.7;3.22;0.51;9.7;6;Blanco
7.2;0.23;0.39;14.2;2.98;0.48;9;7;Blanco
7.2;0.23;0.39;14.2;2.98;0.48;9;7;Blanco
7.2;0.23;0.39;14.2;2.98;0.48;9;7;Blanco
7.2;0.23;0.39;14.2;2.98;0.48;9;7;Blanco
5.9;0.15;0.31;5.8;3.52;0.46;10.5;6;Blanco
7.4;0.28;0.42;19.8;2.96;0.44;9.1;5;Blanco
6.2;0.28;0.22;7.3;3.44;0.64;9.8;7;Blanco
9.1;0.59;0.38;1.6;3.23;0.38;8.5;3;Blanco
6.3;0.33;0.27;1.2;3.37;0.54;9.4;6;Blanco
8.3;0.39;0.7;10.6;3.09;0.57;9.4;5;Blanco
7.2;0.19;0.46;3.8;3.19;0.6;11.2;7;Blanco
7.5;0.17;0.44;11.3;3.17;0.45;10;6;Blanco
6.7;0.17;0.5;2.1;3.15;0.45;10.3;6;Blanco
6.1;0.41;0;1.6;3.27;0.67;10.8;6;Blanco
8.3;0.2;0.35;0.9;3.13;0.38;10.5;6;Blanco
6.1;0.41;0;1.6;3.27;0.67;10.8;6;Blanco
6;0.29;0.21;1.3;3.32;0.43;11.1;6;Blanco
7.3;0.41;0.24;6.8;3.2;0.41;9.9;6;Blanco
7.3;0.41;0.24;6.8;3.2;0.41;9.9;6;Blanco
7.2;0.43;0.24;6.7;3.2;0.41;9.9;5;Blanco
7.3;0.4;0.24;6.7;3.2;0.41;9.9;6;Blanco
6.2;0.33;0.27;4.9;3.2;0.42;10.4;7;Blanco
6.2;0.31;0.26;4.8;3.21;0.41;10.4;6;Blanco
6.1;0.36;0.27;2.1;3.4;0.71;11.5;7;Blanco
5;0.55;0.14;8.3;3.53;0.51;12.5;8;Blanco
7.8;0.25;0.41;3.7;3.36;0.45;10;6;Blanco
5.7;0.36;0.21;6.7;3.29;0.63;10;6;Blanco
5.8;0.34;0.21;6.6;3.29;0.62;10;5;Blanco
6.8;0.28;0.6;1.1;3.09;0.44;9.1;6;Blanco
6.8;0.25;0.34;4.7;3.21;0.38;10.6;6;Blanco
6.6;0.24;0.35;7.7;3.19;0.37;10.5;5;Blanco
5.9;0.3;0.47;7.85;3.52;0.43;11.5;7;Blanco
6.1;0.125;0.25;3.3;3.54;0.59;10.1;6;Blanco
6;0.1;0.24;1.1;3.61;0.61;10.3;7;Blanco
6.6;0.24;0.35;7.7;3.19;0.37;10.5;5;Blanco
6.8;0.25;0.34;4.7;3.21;0.38;10.6;6;Blanco
6.8;0.28;0.44;9.3;3.16;0.36;10.4;6;Blanco
8.3;0.41;0.51;2;3.02;0.55;11.4;5;Blanco
7.5;0.27;0.31;5.8;3.18;0.59;10.5;5;Blanco
7.9;0.26;0.41;15.15;2.96;0.6;10;6;Blanco
6.4;0.34;0.23;6.3;3.19;0.65;10;6;Blanco
6.5;0.28;0.35;15.4;3.23;0.5;9.6;6;Blanco
7.2;0.21;0.41;1.3;3.17;0.51;10.4;5;Blanco
6.4;0.32;0.35;4.8;3.36;0.6;12.5;8;Blanco
6.8;0.24;0.34;4.6;3.2;0.39;10.6;5;Blanco
6.3;0.23;0.3;1.8;3.28;0.4;11.8;6;Blanco
6.5;0.28;0.34;9.9;3.11;0.44;9.8;5;Blanco
5.6;0.26;0.26;5.7;3.25;0.38;10.8;5;Blanco
6.3;0.23;0.3;1.8;3.28;0.4;11.8;6;Blanco
6.3;0.23;0.33;1.5;3.32;0.42;11.2;6;Blanco
5.8;0.27;0.27;12.3;3.28;0.42;9.3;6;Blanco
5.9;0.26;0.4;1.3;3.45;0.53;10.4;5;Blanco
6.6;0.18;0.35;1.5;3.43;0.85;10.2;7;Blanco
7.4;0.2;0.43;7.8;3.19;0.55;9;7;Blanco
8;0.24;0.36;1.5;3.2;0.54;10;6;Blanco
6.4;0.26;0.42;9.7;3.18;0.47;9.1;6;Blanco
5.4;0.31;0.47;3;3.29;0.76;10;5;Blanco
5.4;0.29;0.47;3;3.29;0.75;10;6;Blanco
7.1;0.145;0.33;4.6;3.28;0.4;9.6;6;Blanco
5.6;0.34;0.1;1.3;3.36;0.51;11.2;7;Blanco
6.7;0.19;0.41;15.6;3.2;0.44;8.8;6;Blanco
7.8;0.18;0.46;13.6;3.15;0.5;10;6;Blanco
7.6;0.17;0.45;11.2;3.15;0.47;10;5;Blanco
6.3;0.12;0.36;2.1;3.27;0.74;11.4;7;Blanco
7.3;0.33;0.4;6.85;3.03;0.3;11.9;7;Blanco
5.5;0.335;0.3;2.5;3.14;0.51;9.6;6;Blanco
7.3;0.33;0.4;6.85;3.03;0.3;11.9;7;Blanco
5.8;0.4;0.42;4.4;3.25;0.57;9.6;6;Blanco
7.3;0.22;0.37;14.3;2.89;0.38;9;6;Blanco
7.3;0.22;0.37;14.3;2.89;0.38;9;6;Blanco
6.1;0.36;0.33;1.1;3.15;0.78;9.5;6;Blanco
10;0.2;0.39;1.4;3;0.42;10.4;6;Blanco
6.9;0.24;0.34;4.7;3.2;0.59;10.6;6;Blanco
